code,name,requires,evolves_to,type,HP,stage,count,pack,subpack,illustrator,rarity,generation,pokedex_number,romaji_name,japanese_name,rarity_num
A2a 048,Zubat,None,A1 173;A1 242;A2a 049,Darkness,50.0,Basic,4,Space-Time Smackdown,Arceus,Sekio,◇,1.0,41.0,Zubat,ズバット,1.0
A2a 049,Golbat,A1 172;A2a 048,A2a 050,Darkness,80.0,Stage 1,0,Space-Time Smackdown,Arceus,Kyoko Umemoto,◇,1.0,42.0,Golbat,ゴルバット,1.0
A2a 050,Crobat,None,None,Darkness,110.0,Stage 2,0,Space-Time Smackdown,Arceus,AKIRA EGAWA,◇◇◇,2.0,169.0,Crobat,クロバット,3.0
A2a 051,Croagunk,None,A2 108;A2a 052,Darkness,60.0,Basic,0,Space-Time Smackdown,Arceus,SATOSHI NAKAI,◇,4.0,453.0,Gureggru,グレッグル,1.0
A2a 052,Toxicroak,A2 107;A2 173;A2a 051,None,Darkness,100.0,Stage 1,1,Space-Time Smackdown,Arceus,Souichirou Gunjima,◇◇,4.0,454.0,Dokurog,ドクロッグ,2.0
A2a 053,Magnemite,None,A1 098;A2 052;A2a 054,Metal,60.0,Basic,3,Space-Time Smackdown,Arceus,OKACHEKE,◇,1.0,81.0,Coil,コイル,1.0
A2a 054,Magneton,A1 097;A2 051;A2a 053;A2a 080;PA 024,A2 053;A2a 055,Metal,90.0,Stage 1,0,Space-Time Smackdown,Arceus,Souichirou Gunjima,◇,1.0,82.0,Rarecoil,レアコイル,1.0
A2a 055,Magnezone,A1 097;A1 098;A2 051;A2 052;A2a 053;A2a 054;A2a 080;PA 024,None,Metal,140.0,Stage 2,0,Space-Time Smackdown,Arceus,toriyufu,◇◇◇,4.0,462.0,Jibacoil,ジバコイル,3.0
A2a 056,Mawile,None,None,Metal,70.0,Basic,1,Space-Time Smackdown,Arceus,tetsuya koizumi,◇,3.0,303.0,Kucheat,クチート,1.0
A2a 057,Probopass ex,A2 086;A2a 042;PA 045,None,Metal,160.0,Basic,0,Space-Time Smackdown,Arceus,PLANETA Tsuji,◇◇◇◇,,,,,4.0
A2a 058,Bronzor,None,A2 117;A2a 059,Metal,60.0,Basic,1,Space-Time Smackdown,Arceus,Akira Komayama,◇,4.0,436.0,Dohmirror,ドーミラー,1.0
A2a 059,Bronzong,A2 116;A2a 058,None,Metal,120.0,Stage 1,1,Space-Time Smackdown,Arceus,Naoki Saito,◇◇,4.0,437.0,Dohtakun,ドータクン,2.0
A2a 060,Origin Forme Dialga,None,None,Metal,120.0,Basic,0,Space-Time Smackdown,Arceus,akagi,◇◇◇,,,,,3.0
A2a 061,Giratina,None,None,Dragon,120.0,Basic,0,Space-Time Smackdown,Arceus,Shin Nagasawa,◇◇◇,4.0,487.0,Giratina (another Forme),ギラティナ,3.0
A2a 062,Eevee,None,A1 045;A1 080;A1 102;A1a 019;A1a 072;A2 020;A2 046;A2a 010;A2a 022;A2a 082;A2a 083;A2a 091;A2a 092;A3b 002;A3b 008;A3b 009;A3b 016;A3b 017;A3b 025;A3b 028;A3b 033;A3b 034;A3b 043;A3b 070;A3b 071;A3b 072;A3b 073;A3b 074;A3b 075;A3b 076;A3b 077;A3b 079;A3b 081;A3b 087;A3b 089;PA 086,Colorless,60.0,Basic,1,Space-Time Smackdown,Arceus,Naoyo Kimura,◇,1.0,133.0,Eievui,イーブイ,1.0
A2a 063,Snorlax,None,None,Colorless,140.0,Basic,2,Space-Time Smackdown,Arceus,burari,◇◇,1.0,143.0,Kabigon,カビゴン,2.0
A2a 064,Hoothoot,None,A2a 065,Colorless,60.0,Basic,4,Space-Time Smackdown,Arceus,Sumiyoshi Kizuki,◇,2.0,163.0,Hoho,ホーホー,1.0
A2a 065,Noctowl,A2a 064,None,Colorless,100.0,Stage 1,0,Space-Time Smackdown,Arceus,DOM,◇◇,2.0,164.0,Yorunozuku,ヨルノズク,2.0
A2a 066,Starly,None,A2 133;A2a 067,Colorless,60.0,Basic,0,Space-Time Smackdown,Arceus,Apios,◇,4.0,396.0,Mukkuru,ムックル,1.0
A2a 067,Staravia,A2 132;A2a 066,A2 134;A2 176;A2a 068;PA 047,Colorless,80.0,Stage 1,0,Space-Time Smackdown,Arceus,Masakazu Fukuda,◇,4.0,397.0,Mukubird,ムクバード,1.0
A2a 068,Staraptor,A2 132;A2 133;A2a 066;A2a 067,None,Colorless,150.0,Stage 2,0,Space-Time Smackdown,Arceus,Minahamu,◇◇,4.0,398.0,Mukuhawk,ムクホーク,2.0
A2a 069,Shaymin,None,None,Colorless,70.0,Basic,0,Space-Time Smackdown,Arceus,Mizue,◇◇◇,4.0,492.0,Shaymin (sky Forme),シェイミ,3.0
A2a 070,Arceus,None,None,Colorless,120.0,Basic,1,Space-Time Smackdown,Arceus,Nurikabe,◇◇◇,4.0,493.0,Arceus,アルセウス,3.0
A2a 071,Arceus ex,None,None,Colorless,140.0,Basic,0,Space-Time Smackdown,Arceus,PLANETA CG Works,◇◇◇◇,,,,,4.0
A2a 072,Irida,None,None,Supporter,,Basic,2,Space-Time Smackdown,Arceus,Atsushi Furusawa,◇◇,,,,,2.0
A2a 073,Celestic Town Elder,None,None,Supporter,,Basic,0,Space-Time Smackdown,Arceus,Yuu Nishida,◇◇,,,,,2.0
A2a 074,Barry,None,None,Supporter,,Basic,1,Space-Time Smackdown,Arceus,Hideki Ishikawa,◇◇,,,,,2.0
A2a 075,Adaman,None,None,Supporter,,Basic,1,Space-Time Smackdown,Arceus,akagi,◇◇,,,,,2.0
A2a 076,Houndoom,A2a 011,None,Fire,100.0,Stage 1,1,Space-Time Smackdown,Arceus,matazo,☆,2.0,229.0,Hellgar,ヘルガー,5.0
A2a 077,Marill,None,A2a 015,Water,60.0,Basic,0,Space-Time Smackdown,Arceus,Taiga Kayama,☆,2.0,183.0,Maril,マリル,5.0
A2a 078,Unown,None,None,Psychic,60.0,Basic,0,Space-Time Smackdown,Arceus,IKEDA Saki,☆,2.0,201.0,Unknown,アンノーン,5.0
A2a 079,Sudowoodo,None,None,Fighting,80.0,Basic,0,Space-Time Smackdown,Arceus,Yuriko Akase,☆,2.0,185.0,Usokkie,ウソッキー,5.0
A2a 080,Magnemite,None,A1 098;A2 052;A2a 054,Metal,60.0,Basic,0,Space-Time Smackdown,Arceus,Yukihiro Tada,☆,1.0,81.0,Coil,コイル,5.0
A2a 081,Shaymin,None,None,Colorless,70.0,Basic,0,Space-Time Smackdown,Arceus,MINAMINAMI Take,☆,4.0,492.0,Shaymin (sky Forme),シェイミ,5.0
A2a 082,Leafeon ex,A1 206;A1 207;A1 208;A1 248;A1a 061;A2 126;A2a 062;A3b 055;A3b 056;A3b 078;A3b 083;A3b 092;PA 030;PA 092,None,Grass,140.0,Stage 1,0,Space-Time Smackdown,Arceus,PLANETA CG Works,☆☆,,,,,6.0
A2a 083,Glaceon ex,A1 206;A1 207;A1 208;A1 248;A1a 061;A2 126;A2a 062;A3b 055;A3b 056;A3b 078;A3b 083;A3b 092;PA 030;PA 092,None,Water,140.0,Stage 1,0,Space-Time Smackdown,Arceus,PLANETA CG Works,☆☆,,,,,6.0
A2a 084,Garchomp ex,A2 121;A2 122;A2a 045;A2a 046;PA 046,None,Fighting,170.0,Stage 1,0,Space-Time Smackdown,Arceus,PLANETA CG Works,☆☆,,,,,6.0
A2a 085,Probopass ex,A2 086;A2a 042;PA 045,None,Metal,160.0,Basic,0,Space-Time Smackdown,Arceus,PLANETA Tsuji,☆☆,,,,,6.0
A2a 086,Arceus ex,None,None,Colorless,140.0,Basic,0,Space-Time Smackdown,Arceus,PLANETA CG Works,☆☆,,,,,6.0
A2a 087,Irida,None,None,Supporter,,Basic,0,Space-Time Smackdown,Arceus,Atsushi Furusawa,☆☆,,,,,6.0
A2a 088,Celestic Town Elder,None,None,Supporter,,Basic,0,Space-Time Smackdown,Arceus,Yuu Nishida,☆☆,,,,,6.0
A2a 089,Barry,None,None,Supporter,,Basic,0,Space-Time Smackdown,Arceus,Hideki Ishikawa,☆☆,,,,,6.0
A2a 090,Adaman,None,None,Supporter,,Basic,0,Space-Time Smackdown,Arceus,akagi,☆☆,,,,,6.0
A2a 091,Leafeon ex,A1 206;A1 207;A1 208;A1 248;A1a 061;A2 126;A2a 062;A3b 055;A3b 056;A3b 078;A3b 083;A3b 092;PA 030;PA 092,None,Grass,140.0,Stage 1,0,Space-Time Smackdown,Arceus,saino misaki,☆☆,,,,,6.0
A2a 092,Glaceon ex,A1 206;A1 207;A1 208;A1 248;A1a 061;A2 126;A2a 062;A3b 055;A3b 056;A3b 078;A3b 083;A3b 092;PA 030;PA 092,None,Water,140.0,Stage 1,0,Space-Time Smackdown,Arceus,rika,☆☆,,,,,6.0
A2a 093,Garchomp ex,A2 121;A2 122;A2a 045;A2a 046;PA 046,None,Fighting,170.0,Stage 1,0,Space-Time Smackdown,Arceus,toriyufu,☆☆,,,,,6.0
A2a 094,Probopass ex,A2 086;A2a 042;PA 045,None,Metal,160.0,Basic,0,Space-Time Smackdown,Arceus,Masa,☆☆,,,,,6.0
A2a 095,Arceus ex,None,None,Colorless,140.0,Basic,0,Space-Time Smackdown,Arceus,Takumi Wada,☆☆☆,,,,,7.0
A2a 096,Arceus ex,None,None,,,,0,Space-Time Smackdown,Arceus,PLANETA CG Works,♛,,,,,10.0
A2b 001,Weedle,None,A1 009;A2b 002;A2b 098,Grass,50.0,Basic,0,Space-Time Smackdown,ShinyCharizard,Akira Komayama,◇,1.0,13.0,Beedle,ビードル,1.0
A2b 002,Kakuna,A1 008;A2b 001;A2b 097,A1 010;A2b 003;A2b 079;A2b 107,Grass,80.0,Stage 1,1,Space-Time Smackdown,ShinyCharizard,Yuka Morii,◇◇,1.0,14.0,Cocoon,コクーン,2.0
A2b 003,Beedrill ex,A1 008;A1 009;A2b 001;A2b 002;A2b 097;A2b 098,None,Grass,170.0,Stage 2,0,Space-Time Smackdown,ShinyCharizard,PLANETA Igarashi,◇◇◇◇,,,,,4.0
A2b 004,Pinsir,None,None,Grass,90.0,Basic,2,Space-Time Smackdown,ShinyCharizard,Satoshi Shirai,◇,1.0,127.0,Kailios,カイロス,1.0
A2b 005,Sprigatito,None,A2b 006,Grass,60.0,Basic,2,Space-Time Smackdown,ShinyCharizard,mashu,◇,,,,,1.0
A2b 006,Floragato,A2b 005;PA 052,A2b 007;A2b 073,Grass,90.0,Stage 1,1,Space-Time Smackdown,ShinyCharizard,mashu,◇◇,,,,,2.0
A2b 007,Meowscarada,A2b 005;A2b 006;PA 052,None,Grass,140.0,Stage 2,1,Space-Time Smackdown,ShinyCharizard,mashu,◇◇◇,,,,,3.0
A2b 008,Charmander,None,A1 034;A2b 009;A2b 100,Fire,60.0,Basic,0,Space-Time Smackdown,ShinyCharizard,Megumi Mizutani,◇,1.0,4.0,Hitokage,ヒトカゲ,1.0
A2b 009,Charmeleon,A1 033;A1 230;A2b 008;A2b 099;PA 032,A1 035;A1 036;A1 253;A1 280;A1 284;A2b 010;A2b 080;A2b 108,Fire,90.0,Stage 1,1,Space-Time Smackdown,ShinyCharizard,kodama,◇◇,1.0,5.0,Lizardo,リザード,2.0
A2b 010,Charizard ex,A1 033;A1 034;A1 230;A2b 008;A2b 009;A2b 099;A2b 100;PA 032,None,Fire,180.0,Stage 2,0,Space-Time Smackdown,ShinyCharizard,PLANETA Igarashi,◇◇◇◇,,,,,4.0
A2b 011,Magmar,None,A2 024;A2b 012,Fire,70.0,Basic,2,Space-Time Smackdown,ShinyCharizard,Miki Tanaka,◇,1.0,126.0,Boober,ブーバー,1.0
A2b 012,Magmortar,A1 044;A1a 012;A2 023;A2b 011,None,Fire,120.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,Miki Tanaka,◇◇◇,4.0,467.0,Booburn,ブーバーン,3.0
A2b 013,Paldean Tauros,None,None,Fire,110.0,Basic,0,Space-Time Smackdown,ShinyCharizard,Minahamu,◇◇,,,,,2.0
A2b 014,Tentacool,None,A1 063;A2b 015,Water,70.0,Basic,1,Space-Time Smackdown,ShinyCharizard,Shibuzoh.,◇,1.0,72.0,Menokurage,メノクラゲ,1.0
A2b 015,Tentacruel,A1 062;A2b 014,None,Water,100.0,Stage 1,1,Space-Time Smackdown,ShinyCharizard,match,◇◇,1.0,73.0,Dokukurage,ドククラゲ,2.0
A2b 016,Buizel,None,A2 039;A2b 017;PA 053,Water,70.0,Basic,1,Space-Time Smackdown,ShinyCharizard,sui,◇,4.0,418.0,Buoysel,ブイゼル,1.0
A2b 017,Floatzel,A2 038;A2b 016;A2b 074,None,Water,90.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,Kouki Saitou,◇◇,4.0,419.0,Floazel,フローゼル,2.0
A2b 018,Wiglett,None,A2b 019;A2b 081;A2b 0109,Water,60.0,Basic,1,Space-Time Smackdown,ShinyCharizard,miki kudo,◇,,,,,1.0
A2b 019,Wugtrio ex,A2b 018;A2b 101,None,Water,140.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,PLANETA Tsuji,◇◇◇◇,,,,,4.0
A2b 020,Dondozo,None,None,Water,120.0,Basic,0,Space-Time Smackdown,ShinyCharizard,Tomowaka,◇◇◇,,,,,3.0
A2b 021,Tatsugiri,None,None,Water,70.0,Basic,0,Space-Time Smackdown,ShinyCharizard,Tomowaka,◇◇,,,,,2.0
A2b 022,Pikachu ex,None,A1 095;A1a 026;A2a 026;PA 044,Electric,120.0,Basic,0,Space-Time Smackdown,ShinyCharizard,PLANETA Igarashi,◇◇◇◇,,,,,4.0
A2b 023,Voltorb,None,A1 100;A1 235;A2 055;A2b 024;A3b 096,Electric,70.0,Basic,0,Space-Time Smackdown,ShinyCharizard,Masakazu Fukuda,◇,1.0,100.0,Biriridama,ビリリダマ,1.0
A2b 024,Electrode,A1 099;A2 054;A2b 023;A3b 095,None,Electric,90.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,Shigenori Negishi,◇◇,1.0,101.0,Marumine,マルマイン,2.0
A2b 025,Pachirisu,None,None,Electric,70.0,Basic,0,Space-Time Smackdown,ShinyCharizard,imoniii,◇◇,4.0,417.0,Pachirisu,パチリス,2.0
A2b 026,Pawmi,None,A2b 027,Electric,60.0,Basic,1,Space-Time Smackdown,ShinyCharizard,Saboteri,◇,,,,,1.0
A2b 027,Pawmo,A2b 026,A2b 028;PA 054,Electric,90.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,Saboteri,◇◇,,,,,2.0
A2b 028,Pawmot,A2b 026;A2b 027,None,Electric,140.0,Stage 2,0,Space-Time Smackdown,ShinyCharizard,Saboteri,◇◇◇,,,,,3.0
A2b 029,Abra,None,A1 116;A2b 030,Psychic,60.0,Basic,0,Space-Time Smackdown,ShinyCharizard,Mousho,◇,1.0,63.0,Casey,ケーシィ,1.0
A2b 030,Kadabra,A1 115;A2b 029,A1 117;A1 236;A2b 031,Psychic,80.0,Stage 1,1,Space-Time Smackdown,ShinyCharizard,Mousho,◇◇,1.0,64.0,Yungerer,ユンゲラー,2.0
A2b 031,Alakazam,A1 115;A1 116;A2b 029;A2b 030,None,Psychic,130.0,Stage 2,1,Space-Time Smackdown,ShinyCharizard,Mousho,◇◇◇,1.0,65.0,Foodin,フーディン,3.0
A2b 032,Mr. Mime,None,None,Psychic,90.0,Basic,1,Space-Time Smackdown,ShinyCharizard,Atsuko Nishida,◇,1.0,122.0,Barrierd,バリヤード,1.0
A2b 033,Drifloon,None,A2 074;A2b 034,Psychic,60.0,Basic,1,Space-Time Smackdown,ShinyCharizard,kodama,◇,4.0,425.0,Fuwante,フワンテ,1.0
A2b 034,Drifblim,A2 073;A2 165;A2b 033,None,Psychic,90.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,Hajime Kusajima,◇◇,4.0,426.0,Fuwaride,フワライド,2.0
A2b 035,Giratina ex,None,None,Psychic,150.0,Basic,0,Space-Time Smackdown,ShinyCharizard,PLANETA Yamashita,◇◇◇◇,,,,,4.0
A2b 036,Gimmighoul,None,A2b 057;A2b 077,Psychic,60.0,Basic,1,Space-Time Smackdown,ShinyCharizard,HYOGONOSUKE,◇,,,,,1.0
A2b 037,Machop,None,A1 144;A2b 038;A3 224,Fighting,60.0,Basic,0,Space-Time Smackdown,ShinyCharizard,Mina Nakai,◇,1.0,66.0,Wanriky,ワンリキー,1.0
A2b 038,Machoke,A1 143;A2b 037;A3 223,A1 145;A1 146;A1 263;A1 278;A2b 039;A3 225;A3 235;PA 055,Fighting,100.0,Stage 1,1,Space-Time Smackdown,ShinyCharizard,Kouki Saitou,◇,1.0,67.0,Goriky,ゴーリキー,1.0
A2b 039,Machamp,A1 143;A1 144;A2b 037;A2b 038;A3 223;A3 224,None,Fighting,150.0,Stage 2,0,Space-Time Smackdown,ShinyCharizard,Kouki Saitou,◇◇◇,1.0,68.0,Kairiky,カイリキー,3.0
A2b 040,Hitmonlee,None,None,Fighting,80.0,Basic,0,Space-Time Smackdown,ShinyCharizard,Tomokazu Komiya,◇,1.0,106.0,Sawamular,サワムラー,1.0
A2b 041,Hitmonchan,None,None,Fighting,90.0,Basic,0,Space-Time Smackdown,ShinyCharizard,Tomokazu Komiya,◇,1.0,107.0,Ebiwalar,エビワラー,1.0
A2b 042,Riolu,None,A2 092;A2 170;A2b 043;A2b 084;A2b 110,Fighting,70.0,Basic,1,Space-Time Smackdown,ShinyCharizard,You Iribi,◇,4.0,447.0,Riolu,リオル,1.0
A2b 043,Lucario ex,A2 091;A2b 042;A2b 104;PA 059,None,Fighting,150.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,PLANETA CG Works,◇◇◇◇,,,,,4.0
A2b 044,Flamigo,None,None,Fighting,80.0,Basic,0,Space-Time Smackdown,ShinyCharizard,REND,◇◇,,,,,2.0
A2b 045,Ekans,None,A1 165;A2b 046;A3b 101,Darkness,70.0,Basic,0,Space-Time Smackdown,ShinyCharizard,Midori Harada,◇,1.0,23.0,Arbo,アーボ,1.0
A2b 046,Arbok,A1 164;A2b 045;A3b 100;PA 056,None,Darkness,110.0,Stage 1,1,Space-Time Smackdown,ShinyCharizard,Midori Harada,◇◇,1.0,24.0,Arbok,アーボック,2.0
A2b 047,Paldean Wooper,None,A2b 048;A2b 085;A2b 093,Darkness,50.0,Basic,1,Space-Time Smackdown,ShinyCharizard,Mori Yuu,◇,,,,,1.0
A2b 048,Paldean Clodsire ex,A2b 047,None,Darkness,160.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,PLANETA Mochizuki,◇◇◇◇,,,,,4.0
A2b 049,Spiritomb,None,None,Darkness,80.0,Basic,1,Space-Time Smackdown,ShinyCharizard,Shin Nagasawa,◇◇,4.0,442.0,Mikaruge,ミカルゲ,2.0
A2b 050,Shroodle,None,A2b 051;A2b 076,Darkness,60.0,Basic,0,Space-Time Smackdown,ShinyCharizard,Krgc,◇,,,,,1.0
A2b 051,Grafaiai,A2b 050,None,Darkness,90.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,Krgc,◇◇◇,,,,,3.0
A2b 052,Tinkatink,None,A2b 053,Metal,60.0,Basic,0,Space-Time Smackdown,ShinyCharizard,miki kudo,◇,,,,,1.0
A2b 053,Tinkatuff,A2b 052,A2b 054;A2b 086;A2b 094,Metal,90.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,miki kudo,◇◇,,,,,2.0
A2b 054,Tinkaton ex,A2b 052;A2b 053,None,Metal,170.0,Stage 2,0,Space-Time Smackdown,ShinyCharizard,PLANETA Mochizuki,◇◇◇◇,,,,,4.0
A2b 055,Varoom,None,A2b 056,Metal,70.0,Basic,2,Space-Time Smackdown,ShinyCharizard,Souichirou Gunjima,◇,,,,,1.0
A2b 056,Revavroom,A2b 055;A2b 105,None,Metal,110.0,Stage 1,1,Space-Time Smackdown,ShinyCharizard,Souichirou Gunjima,◇◇,,,,,2.0
A2b 057,Gholdengo,A2b 036,None,Metal,120.0,Stage 1,1,Space-Time Smackdown,ShinyCharizard,HYOGONOSUKE,◇◇◇,,,,,3.0
A2b 058,Rattata,None,A1 190;A2b 059,Colorless,50.0,Basic,0,Space-Time Smackdown,ShinyCharizard,Eri Yamaki,◇,1.0,19.0,Koratta,コラッタ,1.0
A2b 059,Raticate,A1 189;A2b 058,None,Colorless,90.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,Kyoko Umemoto,◇,1.0,20.0,Ratta,ラッタ,1.0
A2b 060,Jigglypuff,None,A1 194;A1 195;A1 265;A1 279;A2b 061;A2b 078;A3 229;A3 237,Colorless,60.0,Basic,1,Space-Time Smackdown,ShinyCharizard,Kanako Eo,◇,1.0,39.0,Purin,プリン,1.0
A2b 061,Wigglytuff,A1 193;A2b 060;A3 228;PA 022,None,Colorless,100.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,miki kudo,◇◇◇,1.0,40.0,Pukurin,プクリン,3.0
A2b 062,Lickitung,None,A2 125;A2 189;A2 203;A2b 063,Colorless,80.0,Basic,2,Space-Time Smackdown,ShinyCharizard,Sumiyoshi Kizuki,◇,1.0,108.0,Beroringa,ベロリンガ,1.0
A2b 063,Lickilicky,A1 201;A2 124;A2b 062,None,Colorless,130.0,Stage 1,2,Space-Time Smackdown,ShinyCharizard,Suwama Chiaki,◇,4.0,463.0,Berobelt,ベロベルト,1.0
A2b 064,Bidoof,None,A2 136;A2b 065;A2b 087;A2b 095,Colorless,70.0,Basic,1,Space-Time Smackdown,ShinyCharizard,Sekio,◇,4.0,399.0,Bippa,ビッパ,1.0
A2b 065,Bibarel ex,A2 135;A2 177;A2b 064;PA 057,None,Colorless,160.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,PLANETA CG Works,◇◇◇◇,,,,,4.0
A2b 066,Buneary,None,A2 138;A2b 067,Colorless,50.0,Basic,2,Space-Time Smackdown,ShinyCharizard,Kagemaru Himeno,◇,4.0,427.0,Mimirol,ミミロル,1.0
A2b 067,Lopunny,A2 137;A2b 066,None,Colorless,100.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,Minahamu,◇,4.0,428.0,Mimilop,ミミロップ,1.0
A2b 068,Cyclizar,None,None,Colorless,80.0,Basic,0,Space-Time Smackdown,ShinyCharizard,HAGIYA Kaoru,◇◇,,,,,2.0
A2b 069,Iono,None,None,Supporter,,,1,Space-Time Smackdown,ShinyCharizard,saino misaki,◇◇,,,,,2.0
A2b 070,Pokemon Center Lady,None,None,Supporter,,,0,Space-Time Smackdown,ShinyCharizard,Susumu Maeya,◇◇,,,,,2.0
A2b 071,Red,None,None,Supporter,,,0,Space-Time Smackdown,ShinyCharizard,Teeziro,◇◇,,,,,2.0
A2b 072,Team Rocket Grunt,None,None,Supporter,,,1,Space-Time Smackdown,ShinyCharizard,kantaro,◇◇,,,,,2.0
A2b 073,Meowscarada,A2b 005;A2b 006;PA 052,None,Grass,140.0,Stage 2,0,Space-Time Smackdown,ShinyCharizard,danciao,☆,,,,,5.0
A2b 074,Buizel,None,A2 039;A2b 017;PA 053,Water,70.0,Basic,0,Space-Time Smackdown,ShinyCharizard,Shimaris Yukichi,☆,4.0,418.0,Buoysel,ブイゼル,5.0
A2b 075,Tatsugiri,None,None,Water,70.0,Basic,0,Space-Time Smackdown,ShinyCharizard,cochi8i,☆,,,,,5.0
A2b 076,Grafaiai,A2b 050,None,Darkness,90.0,Stage 1,1,Space-Time Smackdown,ShinyCharizard,Teeziro,☆,,,,,5.0
A2b 077,Gholdengo,A2b 036,None,Metal,120.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,Jerky,☆,,,,,5.0
A2b 078,Wigglytuff,A1 193;A2b 060;A3 228;PA 022,None,Colorless,100.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,5ban Graphics,☆,1.0,40.0,Pukurin,プクリン,5.0
A2b 079,Beedrill ex,A1 008;A1 009;A2b 001;A2b 002;A2b 097;A2b 098,None,Grass,170.0,Stage 2,1,Space-Time Smackdown,ShinyCharizard,PLANETA Igarashi,☆☆,,,,,6.0
A2b 080,Charizard ex,A1 033;A1 034;A1 230;A2b 008;A2b 009;A2b 099;A2b 100;PA 032,None,Fire,180.0,Stage 2,0,Space-Time Smackdown,ShinyCharizard,PLANETA Igarashi,☆☆,,,,,6.0
A2b 081,Wugtrio ex,A2b 018;A2b 101,None,Water,140.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,PLANETA Tsuji,☆☆,,,,,6.0
A2b 082,Pikachu ex,None,A1 095;A1a 026;A2a 026;PA 044,Electric,120.0,Basic,0,Space-Time Smackdown,ShinyCharizard,PLANETA Igarashi,☆☆,,,,,6.0
A2b 083,Giratina ex,None,None,Psychic,150.0,Basic,0,Space-Time Smackdown,ShinyCharizard,PLANETA Yamashita,☆☆,,,,,6.0
A2b 084,Lucario ex,A2 091;A2b 042;A2b 104;PA 059,None,Fighting,150.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,PLANETA CG Works,☆☆,,,,,6.0
A2b 085,Paldean Clodsire ex,A2b 047,None,Darkness,160.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,PLANETA Igarashi,☆☆,,,,,6.0
A2b 086,Tinkaton ex,A2b 052;A2b 053,None,Metal,170.0,Stage 2,0,Space-Time Smackdown,ShinyCharizard,PLANETA Igarashi,☆☆,,,,,6.0
A2b 087,Bibarel ex,A2 135;A2 177;A2b 064;PA 057,None,Colorless,160.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,PLANETA CG Works,☆☆,,,,,6.0
A2b 088,Iono,None,None,Supporter,,,0,Space-Time Smackdown,ShinyCharizard,saino misaki,☆☆,,,,,6.0
A2b 089,Pokemon Center Lady,None,None,Supporter,,,0,Space-Time Smackdown,ShinyCharizard,Susumu Maeya,☆☆,,,,,6.0
A2b 090,Red,None,None,Supporter,,,0,Space-Time Smackdown,ShinyCharizard,Teeziro,☆☆,,,,,6.0
A2b 091,Team Rocket Grunt,None,None,Supporter,,,0,Space-Time Smackdown,ShinyCharizard,kantaro,☆☆,,,,,6.0
A2b 092,Pikachu ex,None,A1 095;A1a 026;A2a 026;PA 044,Electric,120.0,Basic,0,Space-Time Smackdown,ShinyCharizard,You Iribi,☆☆,,,,,6.0
A2b 093,Paldean Clodsire ex,A2b 047,None,Darkness,160.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,REND,☆☆,,,,,6.0
A2b 094,Tinkaton ex,A2b 052;A2b 053,None,Metal,170.0,Stage 2,0,Space-Time Smackdown,ShinyCharizard,kurumitsu,☆☆,,,,,6.0
A2b 095,Bibarel ex,A2 135;A2 177;A2b 064;PA 057,None,Colorless,160.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,USGMEN,☆☆,,,,,6.0
A2b 096,Giratina ex,None,None,Psychic,150.0,Basic,0,Space-Time Smackdown,ShinyCharizard,Shinji Kanda,☆☆☆,,,,,7.0
A2b 097,Weedle,None,A1 009;A2b 002;A2b 098,Grass,50.0,Basic,0,Space-Time Smackdown,ShinyCharizard,Sanosuke Sakuma,✸,1.0,13.0,Beedle,ビードル,8.0
A2b 098,Kakuna,A1 008;A2b 001;A2b 097,A1 010;A2b 003;A2b 079;A2b 107,Grass,80.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,Sanosuke Sakuma,✸,1.0,14.0,Cocoon,コクーン,8.0
A2b 099,Charmander,None,A1 034;A2b 009;A2b 100,Fire,60.0,Basic,0,Space-Time Smackdown,ShinyCharizard,Souichirou Gunjima,✸,1.0,4.0,Hitokage,ヒトカゲ,8.0
A2b 100,Charmeleon,A1 033;A1 230;A2b 008;A2b 099;PA 032,A1 035;A1 036;A1 253;A1 280;A1 284;A2b 010;A2b 080;A2b 108,Fire,90.0,Stage 1,0,Space-Time Smackdown,ShinyCharizard,Souichirou Gunjima,✸,1.0,5.0,Lizardo,リザード,8.0
